Title,Color,Genre,Language,Country,Rating,Lead Actor,DirectorName,LeadActorFBLikes,CastFBLikes,DirectorFBLikes,MovieFBLikes,IMDbScore,TotalReviews,Duration,GrossRevenue,Budget,NetProfit,ReleaseYear,ReleaseMonth
Flirting with Disaster,Color,Comedy,English,USA,R,Lily Tomlin,David O. Russell,718,2240,737,824,6.8,50,92,14891000,7000000,7891000,1996,9
From Dusk Till Dawn,Color,Crime,English,USA,R,Quentin Tarantino,Robert Rodriguez,16000,23296,0,12000,7.3,165,108,25753840,19000000,6753840,1996,11
Get on the Bus,Color,Drama,English,USA,R,Bernie Mac,Spike Lee,1000,5963,0,352,6.8,28,120,5731103,2400000,3331103,1996,8
Ghosts of Mississippi,Color,Drama,English,USA,PG-13,Alexa PenaVega,Rob Reiner,2000,3968,0,591,6.7,31,130,13052741,36000000,-22947259,1996,6
Girl 6,Color,Comedy,English,USA,R,Michael Imperioli,Spike Lee,873,4497,0,251,5.0,30,108,4903000,12000000,-7097000,1996,6
Hamlet,Color,Drama,English,UK,PG-13,Julie Christie,Kenneth Branagh,597,1645,0,0,7.8,85,150,4414535,18000000,-13585465,1996,12
Happy Gilmore,Color,Comedy,English,USA,PG-13,Adam Sandler,Dennis Dugan,11000,13162,221,0,7.0,77,92,38624000,12000000,26624000,1996,8
Harriet the Spy,Color,Comedy,English,USA,PG,Gregory Smith,Bronwen Hughes,694,2486,15,833,5.9,25,100,26539321,13000000,13539321,1996,3
Independence Day,Color,Action,English,USA,PG-13,Will Smith,Roland Emmerich,10000,16785,776,16000,6.9,185,154,306124059,75000000,231124059,1996,5
Jerry Maguire,Color,Comedy,English,USA,R,Tom Cruise,Cameron Crowe,10000,12182,488,0,7.3,109,139,153620822,50000000,103620822,1996,4
Jingle All the Way,Color,Comedy,English,USA,PG,Jim Belushi,Brian Levant,854,4530,32,0,5.4,81,94,60573641,60000000,573641,1996,5
Kama Sutra: A Tale of Love,Color,Crime,English,USA,R,Indira Varma,Mira Nair,729,1292,300,0,6.0,33,109,4109095,3000000,1109095,1996,4
Kansas City,Color,Crime,English,France,R,Steve Buscemi,Robert Altman,12000,14579,500,228,6.3,31,116,1292527,19000000,-17707473,1996,6
Kingpin,Color,Comedy,English,USA,PG-13,Bill Murray,Bobby Farrelly,13000,16937,101,3000,6.9,62,117,24944213,27000000,-2055787,1996,3
Lone Star,Color,Drama,English,USA,R,Matthew McConaughey,John Sayles,11000,11400,407,0,7.6,68,135,13269963,5000000,8269963,1996,3
Love and Other Catastrophes,Color,Comedy,English,Australia,R,Radha Mitchell,Emma-Kate Croghan,991,1661,0,46,6.4,21,76,212285,250000,-37715,1996,2
Mars Attacks!,Color,Action,English,USA,PG-13,Natalie Portman,Tim Burton,20000,22590,13000,0,6.3,132,106,37754208,70000000,-32245792,1996,8
Marvin's Room,Color,Drama,English,USA,PG-13,Leonardo DiCaprio,Jerry Zaks,29000,63194,4,1000,6.7,45,98,12782508,23000000,-10217492,1996,9
Mary Reilly,Color,Drama,English,USA,R,Julia Roberts,Stephen Frears,8000,8349,350,616,5.8,46,108,5600000,47000000,-41400000,1996,1
Maximum Risk,Color,Action,English,USA,R,Natasha Henstridge,Ringo Lam,900,1634,17,503,5.4,50,101,14095303,25000000,-10904697,1996,5
Michael Collins,Black and White,Biography,English,UK,R,Alan Rickman,Neil Jordan,25000,48482,277,0,7.1,44,133,11030963,28000000,-16969037,1996,5
Mission: Impossible,Color,Action,English,USA,PG-13,Tom Cruise,Brian De Palma,10000,12760,0,0,7.1,154,110,180965237,80000000,100965237,1996,10
Mrs. Winterbourne,Color,Comedy,English,USA,PG-13,Brendan Fraser,Richard Benjamin,3000,5023,121,491,6.2,20,105,10070000,25000000,-14930000,1996,9
Multiplicity,Color,Comedy,English,USA,PG-13,John de Lancie,Harold Ramis,905,2348,11000,0,6.0,43,117,20101861,45000000,-24898139,1996,9
My Fellow Americans,Color,Adventure,English,USA,PG-13,Wilford Brimley,Peter Segal,957,4629,88,758,6.5,27,101,22294341,21500000,794341,1996,9
Phenomenon,Color,Drama,English,USA,PG,Robert Duvall,Jon Turteltaub,3000,5975,226,0,6.4,53,123,104632573,32000000,72632573,1996,11
Ransom,Color,Crime,English,USA,R,Lili Taylor,Ron Howard,960,3667,2000,1000,6.6,79,139,136448821,80000000,56448821,1996,3
Romeo + Juliet,Color,Drama,English,USA,PG-13,Leonardo DiCaprio,Baz Luhrmann,29000,33791,1000,10000,6.8,106,120,46338728,14500000,31838728,1996,10
Scream,Color,Horror,English,USA,R,David Arquette,Wes Craven,611,1212,0,11000,7.2,242,103,103001286,15000000,88001286,1996,8
Set It Off,Color,Action,English,USA,R,Vivica A. Fox,F. Gary Gray,890,3661,473,0,6.8,29,123,36049108,9000000,27049108,1996,6
Sgt. Bilko,Color,Comedy,English,USA,PG,Austin Pendleton,Jonathan Lynn,592,2176,36,478,5.7,23,93,30400000,39000000,-8600000,1996,10
She's the One,Color,Comedy,English,USA,R,John Mahoney,Edward Burns,385,995,0,453,6.1,43,96,9449219,3500000,5949219,1996,12
Shine,Color,Biography,English,Australia,PG-13,Noah Taylor,Scott Hicks,509,888,96,0,7.7,71,105,35811509,5500000,30311509,1996,8
Sleepers,Black and White,Crime,English,USA,R,Robert De Niro,Barry Levinson,22000,37076,272,0,7.5,73,147,53300852,44000000,9300852,1996,9
Sling Blade,Color,Drama,English,USA,R,Robert Duvall,Billy Bob Thornton,3000,3967,0,0,8.0,104,148,24475416,890000,23585416,1996,9
Space Jam,Color,Adventure,English,USA,PG,Bill Murray,Joe Pytka,13000,15001,30,0,6.3,46,88,90443603,80000000,10443603,1996,8
Spy Hard,Color,Action,English,USA,PG-13,Hulk Hogan,Rick Friedberg,844,2653,8,588,5.3,27,81,26906039,18000000,8906039,1996,10
Star Trek: First Contact,Color,Action,English,USA,PG-13,LeVar Burton,Jonathan Frakes,1000,6315,906,3000,7.6,143,111,92001027,45000000,47001027,1996,2
Striptease,Color,Comedy,English,USA,R,Demi Moore,Andrew Bergman,2000,3016,31,877,4.3,51,117,32800000,40000000,-7200000,1996,5
Swingers,Color,Comedy,English,USA,R,Jon Favreau,Doug Liman,4000,4230,218,0,7.4,77,96,4505922,200000,4305922,1996,5
That Thing You Do!,Color,Comedy,English,USA,PG,Tom Hanks,Tom Hanks,15000,28713,15000,0,6.9,75,149,25809813,26000000,-190187,1996,10
The Adventures of Pinocchio,Color,Adventure,Italian,UK,G,Martin Landau,Steve Barron,940,2465,48,246,5.3,19,90,15091542,25000000,-9908458,1996,4
The Cable Guy,Color,Comedy,English,USA,PG-13,Matthew Broderick,Ben Stiller,2000,3718,0,0,6.0,72,96,60154431,47000000,13154431,1996,9
The Craft,Color,Drama,English,USA,R,Christine Taylor,Andrew Fleming,838,1812,26,6000,6.2,93,101,24881000,15000000,9881000,1996,3
The English Patient,Color,Drama,English,USA,R,Colin Firth,Anthony Minghella,14000,15912,333,0,7.4,116,162,78651430,27000000,51651430,1996,2
The Fan,Color,Action,English,USA,R,Robert De Niro,Tony Scott,22000,24618,12000,0,5.8,50,116,18573791,55000000,-36426209,1996,2
The First Wives Club,Color,Comedy,English,USA,PG,Stockard Channing,Hugh Wilson,944,3143,37,0,6.2,50,103,105444419,26000000,79444419,1996,11
The Funeral,Color,Crime,English,USA,R,Isabella Rossellini,Abel Ferrara,812,3337,220,344,6.6,48,99,1227324,12500000,-11272676,1996,11
The Ghost and the Darkness,Color,Adventure,English,USA,R,Tom Wilkinson,Stephen Hopkins,1000,1752,81,0,6.8,62,110,38553833,55000000,-16446167,1996,6
The Glimmer Man,Color,Action,English,USA,R,Alexa PenaVega,John Gray,2000,3855,29,451,5.3,39,91,20400913,45000000,-24599087,1996,8
The Hunchback of Notre Dame,Color,Animation,English,USA,G,Demi Moore,Gary Trousdale,2000,4842,21,0,6.9,80,91,100117603,100000000,117603,1996,2
The Island of Dr. Moreau,Color,Horror,English,USA,PG-13,Marlon Brando,John Frankenheimer,10000,10469,287,0,4.4,70,99,27663982,40000000,-12336018,1996,9
The Juror,Color,Drama,English,USA,R,Joseph Gordon-Levitt,Brian Gibson,23000,26907,13,353,5.6,28,118,44834712,44000000,834712,1996,9
The Long Kiss Goodnight,Color,Action,English,USA,R,Melina Kanakaredes,Renny Harlin,394,1531,212,4000,6.7,94,121,33328051,65000000,-31671949,1996,2
The Mirror Has Two Faces,Color,Comedy,English,USA,PG-13,Jeff Bridges,Barbra Streisand,12000,13716,0,0,6.5,27,122,41252428,42000000,-747572,1996,12
The Nutty Professor,Color,Comedy,English,USA,PG-13,Jada Pinkett Smith,Tom Shadyac,851,3155,293,960,5.6,57,95,128769345,54000000,74769345,1996,9
The Phantom,Color,Action,English,Australia,PG,Cary-Hiroyuki Tagawa,Simon Wincer,1000,3855,23,0,4.9,60,100,17300889,45000000,-27699111,1996,2
The Rock,Color,Action,English,USA,R,Nicolas Cage,Michael Bay,12000,15999,0,51000,7.4,122,136,134006721,75000000,59006721,1996,12
Thinner,Color,Fantasy,English,USA,R,Joe Mantegna,Tom Holland,1000,2777,85,0,5.7,73,93,15171475,8500000,6671475,1996,11
Tin Cup,Color,Comedy,English,USA,R,Don Johnson,Ron Shelton,982,3648,41,1000,6.3,48,135,53854588,45000000,8854588,1996,5
Trainspotting,Color,Drama,English,UK,R,Kelly Macdonald,Danny Boyle,2000,3559,0,21000,8.2,134,94,16501785,3500000,13001785,1996,9
Trees Lounge,Color,Comedy,English,USA,R,Steve Buscemi,Steve Buscemi,12000,14420,12000,872,7.2,43,95,695229,1300000,-604771,1996,1
Twister,Color,Action,English,USA,PG-13,Philip Seymour Hoffman,Jan de Bont,22000,26239,101,0,6.3,114,113,241688385,92000000,149688385,1996,7
Up Close & Personal,Color,Drama,English,USA,PG-13,Joe Mantegna,Jon Avnet,1000,3653,50,829,6.1,34,124,51045801,60000000,-8954199,1996,6
Waiting for Guffman,Color,Comedy,English,USA,R,Catherine O'Hara,Christopher Guest,925,3559,378,0,7.6,50,84,2892582,4000000,-1107418,1996,12
Walking and Talking,Color,Comedy,English,UK,R,Kevin Corrigan,Nicole Holofcener,778,2400,132,227,6.8,18,86,1277257,1000000,277257,1996,11
When the Cat's Away,Color,Comedy,French,France,R,Simon Abkarian,Cédric Klapisch,75,102,82,166,6.9,29,91,1652472,300000,1352472,1996,1
White Squall,Color,Adventure,English,USA,PG-13,Jeff Bridges,Ridley Scott,12000,16237,0,911,6.6,37,129,10300000,38000000,-27700000,1996,10
8 Heads in a Duffel Bag,Color,Comedy,English,USA,R,Kristy Swanson,Tom Schulman,578,1363,45,417,5.3,30,95,3559990,3000000,559990,1997,5
A Simple Wish,Color,Comedy,English,USA,PG,Mara Wilson,Michael Ritchie,1000,5535,23,517,5.4,21,89,8119205,28000000,-19880795,1997,3
Absolute Power,Color,Action,English,USA,R,Clint Eastwood,Clint Eastwood,16000,19139,16000,1000,6.7,76,121,50007168,50000000,7168,1997,11
Air Bud,Color,Comedy,English,USA,PG,Kevin Zegers,Charles Martin Smith,2000,4277,188,902,5.1,35,98,24629916,3000000,21629916,1997,10
Air Force One,Color,Action,English,USA,R,Harrison Ford,Wolfgang Petersen,11000,23603,249,0,6.4,142,124,172620724,85000000,87620724,1997,4
Alien: Resurrection,Color,Action,English,USA,R,Gary Dourdan,Jean-Pierre Jeunet,1000,3090,0,0,6.3,223,116,47748610,75000000,-27251390,1997,2
Amistad,Color,Drama,English,USA,R,Anthony Hopkins,Steven Spielberg,12000,37570,14000,0,7.2,77,155,44175394,36000000,8175394,1997,11
An Alan Smithee Film: Burn Hollywood Burn,Color,Comedy,English,USA,R,Eric Idle,Arthur Hiller,795,2655,71,89,3.5,29,86,15447,10000000,-9984553,1997,5
Anaconda,Color,Action,English,USA,PG-13,Frank Welker,Luis Llosa,2000,3717,49,0,4.6,119,89,65557989,45000000,20557989,1997,12
Anastasia,Color,Adventure,English,USA,G,Kirsten Dunst,Don Bluth,4000,6017,383,0,7.1,78,94,58297830,50000000,8297830,1997,12
As Good as It Gets,Color,Comedy,English,USA,PG-13,Lupe Ontiveros,James L. Brooks,625,1474,274,11000,7.7,156,139,147637474,50000000,97637474,1997,12
Austin Powers: International Man of Mystery,Color,Comedy,English,USA,PG-13,Will Ferrell,Jay Roach,8000,10557,116,0,7.0,129,68,53868030,17000000,36868030,1997,11
Batman & Robin,Color,Action,English,USA,PG-13,Michael Gough,Joel Schumacher,920,2699,541,0,3.7,183,125,107285004,125000000,-17714996,1997,11
Boogie Nights,Color,Drama,English,USA,R,Don Cheadle,Paul Thomas Anderson,3000,3677,0,0,7.9,153,155,26384919,15000000,11384919,1997,1
Breakdown,Color,Action,English,USA,R,Kathleen Quinlan,Jonathan Mostow,551,1874,84,0,6.9,72,93,50129186,36000000,14129186,1997,11
Cats Don't Dance,Color,Animation,English,USA,G,George Kennedy,Mark Dindal,3000,7394,10,643,6.9,18,75,3562749,32000000,-28437251,1997,12
Character,Color,Crime,Dutch,Netherlands,R,Jan Decleir,Mike van Diem,25,48,4,689,7.8,54,122,713413,4500000,-3786587,1997,10
Chasing Amy,Color,Comedy,English,USA,R,Matt Damon,Kevin Smith,13000,15765,0,0,7.3,147,113,12006514,250000,11756514,1997,7
Children of Heaven,Color,Drama,Persian,Iran,PG,Bahare Seddiqi,Majid Majidi,36,100,373,0,8.5,46,89,925402,180000,745402,1997,9
Con Air,Color,Action,English,USA,R,Steve Buscemi,Simon West,12000,15362,165,0,6.8,139,123,101087161,75000000,26087161,1997,1
Conspiracy Theory,Color,Action,English,USA,R,Julia Roberts,Richard Donner,8000,8355,503,0,6.7,80,135,76081498,75000000,1081498,1997,12
Contact,Color,Drama,English,USA,PG,Matthew McConaughey,Robert Zemeckis,11000,12289,0,15000,7.4,159,150,100853835,90000000,10853835,1997,8
Cop Land,Color,Crime,English,USA,R,Robert De Niro,James Mangold,22000,40117,446,2000,6.9,131,120,44886089,10000000,34886089,1997,7
Critical Care,Color,Comedy,English,Australia,R,Kyra Sedgwick,Sidney Lumet,941,3099,0,88,6.0,25,107,141853,12000000,-11858147,1997,3
Cube,Color,Mystery,English,Canada,R,David Hewlett,Vincenzo Natali,686,1743,165,11000,7.3,99,90,489220,365000,124220,1997,3
Dante's Peak,Color,Action,English,USA,PG-13,Jamie Renée Smith,Roger Donaldson,650,1569,79,0,5.8,93,108,67155742,116000000,-48844258,1997,8
Deconstructing Harry,Color,Comedy,English,USA,R,Woody Allen,Woody Allen,11000,11867,11000,0,7.4,104,96,10569071,20000000,-9430929,1997,5
Donnie Brasco,Color,Biography,English,USA,R,Johnny Depp,Mike Newell,40000,56014,179,0,7.8,117,147,41954997,35000000,6954997,1997,1
Dream with the Fishes,Color,Comedy,English,USA,R,David Arquette,Finn Taylor,611,1692,4,166,7.0,28,97,464655,1000000,-535345,1997,3
Event Horizon,Color,Horror,English,UK,R,Sean Pertwee,Paul W.S. Anderson,722,2525,545,10000,6.7,172,130,26616590,60000000,-33383410,1997,8
Eve's Bayou,Color,Drama,English,USA,R,Jurnee Smollett-Bell,Kasi Lemmons,2000,3843,148,599,7.3,31,109,14821531,6000000,8821531,1997,7
Face/Off,Color,Action,English,USA,R,Nicolas Cage,John Woo,12000,17087,610,11000,7.3,155,138,112225777,80000000,32225777,1997,7
"First Love, Last Rites",Color,Drama,English,USA,R,Robert John Burke,Jesse Peretz,318,751,37,26,5.5,16,94,40542,300000,-259458,1997,3
Flubber,Color,Comedy,English,USA,PG,Robin Williams,Les Mayfield,49000,50005,10,0,5.2,53,90,92969824,80000000,12969824,1997,11
G.I. Jane,Color,Action,English,USA,R,Viggo Mortensen,Ridley Scott,10000,15569,0,2000,5.8,97,125,48154732,50000000,-1845268,1997,4
Gattaca,Color,Drama,English,USA,PG-13,Blair Underwood,Andrew Niccol,685,1942,487,17000,7.8,175,106,12339633,36000000,-23660367,1997,6
George of the Jungle,Color,Action,English,USA,PG,Brendan Fraser,Sam Weisman,3000,4518,39,5000,5.4,53,92,105263257,55000000,50263257,1997,2
Good Will Hunting,Color,Drama,English,USA,R,Robin Williams,Gus Van Sant,49000,63710,835,31000,8.3,161,126,138339411,10000000,128339411,1997,5
Grosse Pointe Blank,Color,Action,English,USA,R,Minnie Driver,George Armitage,893,2044,5,0,7.4,111,107,28014536,15000000,13014536,1997,7
Hav Plenty,Color,Comedy,English,USA,R,Hill Harper,Christopher Scott Cherot,465,714,21,161,6.5,25,84,2301777,650000,1651777,1997,6
Hurricane Streets,Black and White,Crime,English,USA,R,Edie Falco,Morgan J. Freeman,659,2322,204,51,6.5,17,86,334041,500000,-165959,1997,4
I Know What You Did Last Summer,Color,Horror,English,USA,R,Muse Watson,Jim Gillespie,45000,50284,13,0,5.6,140,99,72219395,17000000,55219395,1997,12
I Married a Strange Person!,Color,Animation,English,USA,R,Charis Michelsen,Bill Plympton,5,7,45,178,7.0,19,75,203134,250000,-46866,1997,9
In & Out,Color,Comedy,English,USA,PG-13,Tom Selleck,Frank Oz,19000,23504,0,0,6.3,83,90,63826569,35000000,28826569,1997,5
In the Company of Men,Color,Comedy,English,Canada,R,Stacy Edwards,Neil LaBute,136,254,119,489,7.3,80,97,2856622,25000,2831622,1997,1
Jackie Brown,Color,Crime,English,USA,R,Robert De Niro,Quentin Tarantino,22000,25522,16000,0,7.5,140,154,39647595,12000000,27647595,1997,11
Kiss the Girls,Color,Crime,English,USA,R,Morgan Freeman,Gary Fleder,11000,14322,39,0,6.6,83,115,60491560,27000000,33491560,1997,7
Kundun,Color,Biography,English,USA,PG-13,Tenzin Thuthob Tsarong,Martin Scorsese,2,4,17000,0,7.0,85,134,5532301,28000000,-22467699,1997,12
L.A. Confidential,Color,Crime,English,USA,R,Kevin Spacey,Curtis Hanson,18000,19129,161,11000,8.3,177,138,64604977,35000000,29604977,1997,2
Liar Liar,Color,Comedy,English,USA,PG-13,Maura Tierney,Tom Shadyac,509,2070,293,0,6.8,73,86,181395380,45000000,136395380,1997,9
Love Jones,Color,Drama,English,USA,R,Leonard Roberts,Theodore Witcher,962,3871,28,1000,7.4,16,104,12514138,10000000,2514138,1997,2
Mad City,Color,Crime,English,USA,PG-13,Mia Kirshner,Costa-Gavras,972,2606,333,697,6.2,59,115,10556196,50000000,-39443804,1997,5
Men in Black,Color,Adventure,English,USA,PG-13,Will Smith,Barry Sonnenfeld,10000,12998,188,0,7.3,175,98,250147615,90000000,160147615,1997,1
Midnight in the Garden of Good and Evil,Color,Crime,English,USA,R,Kevin Spacey,Clint Eastwood,18000,19689,16000,0,6.6,91,155,25078937,30000000,-4921063,1997,4
Money Talks,Color,Action,English,USA,R,Heather Locklear,Brett Ratner,695,2530,420,666,6.1,29,97,41067398,25000000,16067398,1997,3
Mortal Kombat: Annihilation,Color,Action,English,USA,PG-13,Brian Thompson,John R. Leonetti,663,2266,40,1000,3.7,59,95,35927406,30000000,5927406,1997,1
My Best Friend's Wedding,Color,Comedy,English,USA,PG-13,Julia Roberts,P.J. Hogan,8000,12344,29,0,6.3,84,105,126805112,46000000,80805112,1997,10
Nothing to Lose,Color,Action,English,USA,R,Kelly Preston,Steve Oedekerk,742,2457,176,0,6.7,49,98,44455658,25000000,19455658,1997,3
Orgazmo,Color,Comedy,English,USA,NC-17,Trey Parker,Trey Parker,406,904,406,0,6.2,59,92,582024,1000000,-417976,1997,11
Oscar and Lucinda,Color,Drama,English,USA,R,Tom Wilkinson,Gillian Armstrong,1000,2004,44,329,6.7,28,132,1508689,16000000,-14491311,1997,2
Prefontaine,Color,Biography,English,USA,PG-13,Kurtwood Smith,Steve James,1000,1610,23,0,6.8,23,106,532190,8000000,-7467810,1997,2
Princess Mononoke,Color,Adventure,Japanese,Japan,PG-13,Minnie Driver,Hayao Miyazaki,893,2710,6000,11000,8.4,174,134,2298191,2400000000,-2397701809,1997,7
Scream 2,Color,Horror,English,USA,R,Omar Epps,Wes Craven,865,2321,0,0,6.1,195,120,101334374,24000000,77334374,1997,8
Selena,Color,Biography,English,USA,PG,Jon Seda,Gregory Nava,565,1735,16,0,6.7,37,127,35422828,20000000,15422828,1997,8
Seven Years in Tibet,Color,Adventure,English,USA,PG-13,Brad Pitt,Jean-Jacques Annaud,11000,12226,218,0,7.0,76,136,37901509,70000000,-32098491,1997,6
Shadow Conspiracy,Color,Action,English,USA,R,Sam Waterston,George P. Cosmatos,849,2457,170,68,4.9,24,103,2154540,45000000,-42845460,1997,3
Shooting Fish,Color,Comedy,English,UK,PG,Peter McNamara,Stefan Schwartz,419,975,13,167,6.6,43,99,302204,3000000,-2697796,1997,1
Smilla's Sense of Snow,Color,Action,English,Denmark,R,Jim Broadbent,Bille August,1000,3125,55,561,6.4,50,121,2221994,35000000,-32778006,1997,12
Soul Food,Color,Comedy,English,USA,R,Vanessa Williams,George Tillman Jr.,1000,4737,88,508,6.9,34,115,43490057,7500000,35990057,1997,9
Spawn,Color,Action,English,USA,R,Michael Jai White,Mark A.Z. Dippé,2000,7039,20,0,5.2,70,98,54967359,40000000,14967359,1997,4
Speed 2: Cruise Control,Color,Action,English,USA,PG-13,Jason Patric,Jan de Bont,673,2027,101,894,3.7,79,121,48068396,160000000,-111931604,1997,10
Spice World,Color,Comedy,English,UK,PG,Jason Flemyng,Bob Spiers,1000,2176,14,0,3.3,33,93,29247405,25000000,4247405,1997,1
Starship Troopers,Color,Action,English,USA,R,Jake Busey,Paul Verhoeven,660,2031,719,0,7.2,192,129,54700065,105000000,-50299935,1997,1
Steel,Color,Action,English,USA,PG-13,Charles Napier,Kenneth Johnson,503,3100,34,0,2.8,36,97,1686429,16000000,-14313571,1997,5
Switchback,Color,Crime,English,USA,R,Gregory Scott Cummins,Jeb Stuart,37,74,11,389,6.4,38,118,6482195,37000000,-30517805,1997,7
The Apostle,Color,Drama,English,USA,PG-13,John Beasley,Robert Duvall,205,428,3000,1000,7.2,95,134,20733485,5000000,15733485,1997,8
The Borrowers,Color,Adventure,English,UK,PG,Jim Broadbent,Peter Hewitt,1000,2056,12,0,5.8,42,89,22359293,29000000,-6640707,1997,2
The Cure,Color,Crime,Japanese,Japan,Not Rated,Kôji Yakusho,Kiyoshi Kurosawa,89,115,62,817,7.4,78,111,94596,1000000,-905404,1997,12
The Devil's Advocate,Color,Drama,English,USA,R,Keanu Reeves,Taylor Hackford,18000,45271,138,11000,7.5,117,136,60984028,57000000,3984028,1997,12
The Devil's Own,Color,Action,English,USA,R,Harrison Ford,Alan J. Pakula,11000,26088,79,979,6.1,66,111,42877165,86000000,-43122835,1997,4
The Fifth Element,Color,Action,English,France,PG-13,Milla Jovovich,Luc Besson,14000,39319,0,18000,7.7,173,126,63540020,93000000,-29459980,1997,3
The Full Monty,Color,Comedy,English,UK,R,Tom Wilkinson,Peter Cattaneo,1000,2323,11,0,7.2,122,91,45857453,3500000,42357453,1997,6
The Game,Color,Drama,English,USA,R,Deborah Kara Unger,David Fincher,495,1397,21000,25000,7.8,157,129,48265581,50000000,-1734419,1997,8
